qid	answer	tigan	o1	p1	o2	p2	o3	p3	tail
923	2	發生道路交通事故，駕駛人或肇事人在事故地點位於車道或路肩時，應如何進行初步處置？	(1)	保持現場原點不作任何動作，直到警察到達為止。	(2)	應在適當距離處豎立車輛故障標誌或其他警告設施，有受傷者應迅予救護並通知消防機關。	(3)	僅需下車指揮交通，無需放置任何警 告設施。	
924	2	答 題號 題 目 案 在行車途中，如目睹發生車禍，你應該：	(1)	儘速駛離現場。	(2)	暫留現場協助救護，並向處理人員作證。	(3)	如有查詢謊稱未看到。	
925	1	行車中，發覺煞車失靈應：	(1)	立即變換低速檔，並亮右側方向燈，作靠邊停車準備。	(2)	立即向路旁停靠。	(3)	開亮 車頭燈，並鳴喇叭，促使前方人車注意避讓。	
926	3	行駛前發現煞車或方向盤失靈，駕駛人應：	(1)	減速慢行。	(2)	照往常一樣行駛。	(3)	停止行駛，車輛送修。	
927	3	汽車進入長隧道遇火災發生時，應熄火停車：	(1)	人員留於車內並緊閉車窗待援。	(2)	將車門上鎖後所有人員下車逃生。	(3)	所有人員下車逃生，半開車窗，鑰匙留置車內並不得將車門上 鎖。	
928	2	汽車行駛於長隧道遇前方火災發生時，其逃生原則：	(1)	留在車內等待救援。	(2)	依車行反方向逃生。	(3)	依車行方向逃生。	
929	2	長隧道之車行聯絡隧道（車行橫坑）：	(1)	供故障車輛停放。	(2)	危急必須開放時，車輛方得進入。	(3)	供一般車輛迴轉之用。	
930	1	長隧道內若前方發生火災時，為降低火災產生黑煙之危害，逃生時如何方能避免濃煙、高溫擴散危害：	(1)	降低身形往車行反方向疏散。	(2)	降低身形往車行方向疏散。	(3)	快速往車行方 向疏散。	
931	1	在行車時速40公里之路段汽車拋錨無法移置時：	(1)	應在車身後方 5-30 公尺之路面上，豎立車輛故障標誌。	(2)	開亮所有車燈，並時常連續按鳴喇叭。	(3)	顯示前後燈即可。	
932	2	汽車駕駛人駕車：	(1)	可連續駕駛10小時。	(2)	連續駕駛不可超過8 小時。	(3)	可依體力決定。	
933	1	汽車停車時應：	(1)	依車輛順行方向緊靠道路右側。	(2)	緊靠道路左側。	(3)	就近停車，不必管他人，自己方便即可。但單行道應緊靠路邊停車。	
934	1	汽車引擎、底盤、電系、車門損壞，不堪使用時，應：	(1)	向公路監理機關申請報廢，繳回牌照。	(2)	報廢之車輛任意丟棄。	(3)	可租借給想考汽車駕照的人練習開車使用。	
935	2	兒童乘坐小客車時，應坐於：	(1)	前座。	(2)	後座。	(3)	前後座均可。	
936	2	汽車駕駛人駕駛汽車肇事無人受傷或死亡，且汽車尚能行駛而不儘 速將汽車位置標繪移置路邊，致妨礙交通者處罰：	(1)	留置該汽車。	(2)	罰鍰。	(3)	扣留牌照。	
937	1	在高速公路之交通事故由何機關處理：	(1)	內政部警政署國道公路警察局。	(2)	所轄縣、市政府警察機關。	(3)	內政部警政署交通組。	
938	1	在高速或快速公路上行駛之車輛，若發生故障時，應：	(1)	滑離車道停靠路肩待援。	(2)	立即停車，乘客下車求援。	(3)	請朋友之車輛前來拖離。	
939	1	汽車肇事後：	(1)	有人受傷或死亡時，應保持現場完整，並報警處理。	(2)	與我無關趕快駛離。	(3)	據理力爭，以脫責任。	
940	2	對地區鑑定會之汽車肇事責任鑑定有異議時，應：	(1)	絕對服從。	(2)	向覆議機關申請覆議。	(3)	向司法機關提出告訴。	
941	1	超速是肇事的主因之一，預防之道：	(1)	作好時間規劃適時出門，以免趕時間而超速。	(2)	把汽車引擎油門調小些。	(3)	把汽車的煞車設備加大。	
942	3	行駛高速公路前，應注意收聽電台廣播及利用：	(1)	104。	(2)	117。	(3)	1968。 電話之路況報導，掌握即時道路交通狀況，彈性調整行駛路線。	
943	3	行駛高速或快速公路時：	(1)	僅大型車。	(2)	僅慢速車。	(3)	大型車及慢速車。 不得佔用內側車道，以避免其他車輛為超車而任意變換車道。	
944	3	在同向二車道行車時，如遇機車行駛於與你同一車道的前方，你 應：	(1)	鳴喇叭促其駛回慢車道。	(2)	直接併行超越之。	(3)	跟隨其後或從內側車道予以超車。	
945	1	汽車駕駛人駕車進入高速或快速公路時，應採何種方式:	(1)	應先利用右側加速車道逐漸增加車速，顯示左方向燈，並擺頭察看左後方無 來車再匯入外側車道。	(2)	只要顯示方向燈，便 直接駛入外側車道。	(3)	可直接駛入外側車道或內側車道。	
946	1	汽車肇事，傷者有休克現象時臉色呈：	(1)	蒼白。	(2)	鉛灰色。	(3)	潮紅症狀。	
947	3	血色鮮紅血液連續作噴狀流出係：	(1)	靜脈出血。	(2)	微血管出血。	(3)	動脈出血。	
948	2	汽車因碰撞起火燃燒，而致空氣中氧氣不足或呼吸道被物阻塞都會造成：	(1)	休克。	(2)	窒息。	(3)	嘔吐。	
949	2	斷骨穿出皮外大量流血時，應先：	(1)	企圖把斷骨推回原位。	(2)	止血。	(3)	送醫治療。	
950	2	汽缸總排氣量550立方公分以上之大型重型機車行駛於快速公路途中，因機件故障或其他緊急情況無法繼續行駛時滑離車道，應顯示危險警告燈，牽移離開車道，在故障車輛後方：	(1)	50公尺處。	(2)	100公尺處。	(3)	200公尺處。	
951	3	設置車輛故障警示設施。汽車穿越積水路面後，應特別注意：	(1)	試開燈光。	(2)	試踩離合器。	(3)	試踩煞車。	
952	3	以下敘述何者正確：	(1)	儀錶板如警告燈有亮起的狀況，可不用理會，繼續行駛車輛。	(2)	發現引擎有冒煙，可持續行駛至車輛沒有冒煙的狀況。	(3)	發現煞車失靈，應立即變換低速 檔，開啓右側方向燈，向路邊空曠處停靠。	
953	2	汽車駕駛人駕駛汽車肇事，無人受傷或死亡且汽車尚能行駛，應優先：	(1)	等待警察前來處理。	(2)	將汽車位置標繪後並迅速移置路邊。	(3)	通知保險公司。	
954	1	汽車肇事後在地面標繪相關證物位置後，下列何種狀況應將車輛立即移至路邊，切勿妨礙交通：	(1)	輕微事故無人傷亡。	(2)	有人重傷。	(3)	有人死亡。	
955	2	汽車肇事後在最高速限超過50~60公里之路段，應在車後多少公尺處放置車輛故障標誌：	(1)	30公尺。	(2)	50公尺。	(3)	100 公尺。	
956	3	汽車肇事時，若以路權責任歸屬，下列何者為正確：	(1)	直行車應讓轉彎車。	(2)	先到路口者先行。	(3)	轉彎車應讓直行車。	
957	2	發生交通事故時，當事人應儘量在現場尋找：	(1)	親朋好友。	(2)	目擊證人。	(3)	法律人士。	
958	3	以利協助案情釐清。自車禍發生之日起，申請鑑定的期限為：	(1)	1個月。	(2)	3個月。	(3)	6個月。	
959	3	高速公路違規行駛路肩，經當場舉發處以：	(1)	罰鍰。	(2)	記點不罰鍰。	(3)	罰鍰並違規記點。	
960	1	汽車駕駛人駕駛汽車肇事，無人受傷或死亡汽車尚能行駛，而不儘速將汽車位置標繪移置路邊，致妨礙交通者，處駕駛人新臺幣	(1)	600元以上1,800元以下	(2)	1,000元以上3,000元 以下	(3)	1,200元以上3,600元以下罰鍰。	
961	3	發生道路交通事故，駕駛人或肇事人應先為處置不包含以下那項	(1)	事故地點在車道或路肩者，應在適當距離處豎立車輛故障標誌或其他明顯警告設施，事故現場排除後應即撤除	(2)	不 得任意移動肇事車輛及現場痕跡證據。	(3)	趁沒人發現，儘速逃離現場。	
962	3	道路交通事故無人傷亡且車輛尚能行駛案件，當事人使用照相工具紀錄車輛位置與現場痕跡 之方式時，下列何者為非	(1)	拍攝及移車全程注意安全並放置車輛故障標誌。	(2)	以標線為基準，於前、後方將事故車輛與周邊設施攝入。	(3)	阻止對方當事人使用錄影工具紀錄車輛位置 與現場痕跡。	
963	1	汽車駕駛人駕駛汽車肇事，無人受傷或死亡而未依規定處置者，處新臺幣	(1)	1,000元以上3,000元以下	(2)	1,200元以上3,600元以下	(3)	1,800元以上5,400元以下罰鍰；逃逸者，並 吊扣其駕駛執照一個月至三個月。	
964	3	汽車駕駛人肇事，無人傷亡汽車尚能行駛，應先標繪車輛位置及痕跡證據後，將車輛移置不 妨礙交通之處，「標繪」方式包含：	(1)	使用照相工具紀錄車輛位置與現場痕跡。	(2)	利用具標記功能的物品，將汽車的四個車角、機車兩個輪胎半圓與把手的位置於地面描繪。	(3)	以上 兩者皆是。	
965	1	汽車於高速公路發生交通事故後：	(1)	有人受傷或死亡時，應保持現場完整，並撥打110、1968或1968App報請警察機關或該管公路管理機關協助處理。	(2)	與我無關趕快駛離。	(3)	據 理力爭，以脫責任。	
966	2	汽車於高速公路發生交通事故後，無人受傷或死亡且汽車尚能行駛，應優先：	(1)	等待警察前 來處理。	(2)	將汽車位置標繪後，撥打110、1968或1968App報請警察機關或該管公路管理機 關協助處理，並迅速移置路邊。	(3)	通知保險公司。	
967	3	汽車於高速公路發生交通事故後，駕駛人或肇事人應先為處置不包含以下那項	(1)	事故地點在 車道或路肩者，應在適當距離處豎立車輛故障標誌或其他明顯警告設施，事故現場排除後應即撤除	(2)	無人傷亡且車輛尚能行駛，或有人受傷且當事人均同意移置車輛時，應先標繪車 輛位置及現場痕跡證據後，將車輛移置不妨礙交通之處所。	(3)	趁沒人發現，儘速逃離現場。	
968	3	汽車於高速公路發生道路交通事故，應於車後方多少公尺處放置車輛故障標誌：	(1)	10公尺。	(2)	50公尺。	(3)	100 公尺。	
969	1	IMAGEIMAGEIMAGEp072_img01_xref472__DOT__png	(1)	車輛總重限制。	(2)	車輛載重限制。	(3)	車輛空重。	
970	2	汽車駕駛人開車前應進行車輛檢查。根據「五油、六燈、三水」及輪胎安全規範，下列哪 一項做法是正確且安全的？	(1)	檢查「三水」時，只需確認雨刷水充足即可，引擎冷卻水與電瓶水不影響行車安全。	(2)	檢查輪胎時，若發現胎紋深度磨損至低於1.6mm（或磨損至 胎面磨耗指示點），應立即更換以防爆胎或雨天打滑。	(3)	「五油」檢查只包括引擎機油 與燃汽油，煞車油、變速箱油與動力方向盤油屬於專業維修項目，行車前不必檢查。	
971	2	汽車駕駛人行車前，以下何者為正確？	(1)	白天行車無需檢查燈光。	(2)	應詳細檢查相關安全設備確實有效,方可上路。	(3)	平時已依原廠規定時間、里程保養，開車前無須再檢查機 油、水及輪胎。	
972	2	使用液化石油氣（LPG）或壓縮天然氣（CNG）為燃料之自用小客車，若其出廠年份未滿 5年，法律規定的定期檢驗頻率為何？	(1)	未滿5年之小客車免予檢驗。	(2)	每1年至少檢驗 1次。	(3)	每1年至少檢驗2次。	
973	2	關於「手煞車（駐車小型裝置）」與「腳煞車（主煞車系統）」之操作觀念，下列敘述何者正確？	(1)	兩者構造相似，可擇一使用。	(2)	上坡起步時可併用以防車輛後滑。	(3)	兩者 同時併用將導致變速箱損壞。	
974	2	關於自用小客車定期檢驗規定，下列何者正確？	(1)	未滿5年免檢驗，5年以上未滿10年 每2年至少檢驗1次，10年以上每年至少檢驗1次。	(2)	未滿5年免檢驗，5年以上未滿10年每年至少檢驗1次，10年以上每年至少檢驗2次。	(3)	未滿5年免檢驗，5年以上未滿10 年每年至少檢驗2次。	
975	2	以下對動力轉向系統漏油的敘述何者正確？	(1)	方向盤就完全無法轉動。	(2)	方向盤仍可轉動，但會變得較為吃力。	(3)	對方向盤轉動完全沒有任何影響。	
976	3	行車時若發現水溫錶指針超過上限，正確的處置方式為何？	(1)	將車輛安全停靠後熄火， 並馬上打開水箱蓋檢查水量。	(2)	繼續行駛至目的地，再進行檢查。	(3)	將車輛安全停靠後 熄火，待引擎冷卻再檢查水箱。	
977	1	檢查水箱內冷卻水量、水質及是否有漏水現象時，最適當的時機為何？	(1)	引擎冷卻後（冷車狀態）。	(2)	引擎正常工作溫度時，以確認循環正常。	(3)	引擎發動中，以便觀察有 無漏水。	
978	2	檢查引擎冷卻水位的正確時機與做法為何？	(1)	引擎發動中檢查。	(2)	引擎冷卻後檢查。	(3)	熄火後即可檢查。	
979	1	電腦控制汽油噴射引擎低溫發動時，正確的操作方式為何？	(1)	不踩油門直接啟動。	(2)	連踩油門三次後啟動。	(3)	邊踩油門邊啟動。	
980	2	汽車電瓶液不足時，應補充何種液體？	(1)	自來水。	(2)	蒸餾水或純水。	(3)	稀硫酸溶液。	
981	1	引擎低溫發動後排氣管會滴水，通常代表什麼？	(1)	正常現象。	(2)	冷卻系統漏水。	(3)	汽缸墊片損壞。	
982	1	儀表板上以每分鐘來表示引擎之旋轉數的設備稱為？	(1)	轉速表。	(2)	時速表。	(3)	里程表。	
983	2	汽車安裝雪胎或加裝雪鏈於結冰路面行駛時，下列敘述何者最安全？	(1)	依照速限行駛即可。	(2)	慢速行駛並拉大與前車安全距離。	(3)	輪胎已不會打滑可加速行駛。	
984	2	自排車發動引擎時，排檔桿應置於何檔位？	(1)	D或R檔。	(2)	P或N檔。	(3)	任何檔位皆可。	
985	2	關於引擎工作溫度與油耗的關係，下列何者正確？	(1)	低溫較省油。	(2)	低溫較耗油。	(3)	溫度與油耗無關。	
986	3	造成引擎過熱的原因，除了缺水外還可能包含？	(1)	風扇皮帶斷裂。	(2)	水幫浦失效。	(3)	以上皆是。	
987	2	正確檢查機油量的時機為何？	(1)	引擎發動中即可檢查。	(2)	熄火並待數分鐘後。	(3)	熄火後立即檢查。	
988	2	引擎運轉中，車上電器（如大燈、冷氣）的主要供電來源為何？	(1)	電瓶。	(2)	發電機。	(3)	點火線圈。	
989	2	"汽車儀表板燃油錶指針指向 """"E"""" 時，代表什麼意義？"	(1)	油量充足。	(2)	油量極低。	(3)	油量適當。	
990	2	進行救車接電時，救援車電瓶正極(搭電啟動)跨接線應接在故障車電瓶何處？	(1)	負極。	(2)	正極。	(3)	以上皆可。	
